2.0000000e+00 2.0500000e+00 4.3692767e-01
2.0500000e+00 2.1000000e+00 1.2906034e+00
2.1000000e+00 2.1500000e+00 2.2544907e+00
2.1500000e+00 2.2000000e+00 3.1549657e+00
2.2000000e+00 2.2500000e+00 3.9825104e+00
2.2500000e+00 2.3000000e+00 5.0217033e+00
2.3000000e+00 2.3500000e+00 5.7501973e+00
2.3500000e+00 2.4000000e+00 6.8433028e+00
2.4000000e+00 2.4500000e+00 7.4366383e+00
2.4500000e+00 2.5000000e+00 8.6994239e+00
2.5000000e+00 2.5500000e+00 9.3107182e+00
2.5500000e+00 2.6000000e+00 1.0408207e+01
2.6000000e+00 2.6500000e+00 1.1068285e+01
2.6500000e+00 2.7000000e+00 1.1901978e+01
2.7000000e+00 2.7500000e+00 1.2539008e+01
2.7500000e+00 2.8000000e+00 1.3769320e+01
2.8000000e+00 2.8500000e+00 1.4129300e+01
2.8500000e+00 2.9000000e+00 1.5228426e+01
2.9000000e+00 2.9500000e+00 1.6132114e+01
2.9500000e+00 3.0000000e+00 1.6660999e+01
3.0000000e+00 3.0500000e+00 1.7819805e+01
3.0500000e+00 3.1000000e+00 1.8403565e+01
3.1000000e+00 3.1500000e+00 1.8632203e+01
3.1500000e+00 3.2000000e+00 1.9486694e+01
3.2000000e+00 3.2500000e+00 1.9955429e+01
3.2500000e+00 3.3000000e+00 1.9290934e+01
3.3000000e+00 3.3500000e+00 1.9292438e+01
3.3500000e+00 3.4000000e+00 1.9729085e+01
3.4000000e+00 3.4500000e+00 1.8732981e+01
3.4500000e+00 3.5000000e+00 1.8614731e+01
3.5000000e+00 3.5500000e+00 1.6719710e+01
3.5500000e+00 3.6000000e+00 1.5917734e+01
3.6000000e+00 3.6500000e+00 1.5073359e+01
3.6500000e+00 3.7000000e+00 1.4315614e+01
3.7000000e+00 3.7500000e+00 1.3749131e+01
3.7500000e+00 3.8000000e+00 1.2621351e+01
3.8000000e+00 3.8500000e+00 1.1658214e+01
3.8500000e+00 3.9000000e+00 1.1008035e+01
3.9000000e+00 3.9500000e+00 1.0139967e+01
3.9500000e+00 4.0000000e+00 9.3544270e+00
4.0000000e+00 4.0500000e+00 8.3144117e+00
4.0500000e+00 4.1000000e+00 7.6979776e+00
4.1000000e+00 4.1500000e+00 6.9625609e+00
4.1500000e+00 4.2000000e+00 6.5633427e+00
4.2000000e+00 4.2500000e+00 5.3249108e+00
4.2500000e+00 4.3000000e+00 4.6129124e+00
4.3000000e+00 4.3500000e+00 3.9305860e+00
4.3500000e+00 4.4000000e+00 3.1470185e+00
4.4000000e+00 4.4500000e+00 2.5208526e+00
4.4500000e+00 4.5000000e+00 1.6827489e+00
4.5000000e+00 4.5500000e+00 1.0377273e+00
4.5500000e+00 4.6000000e+00 3.7695736e-01
