+2.0000000e+00 +2.0500000e+00 +5.0466071e-02 +1.9978920e-03 +4.6569658e-01 +4.1258660e-02 +9.2170610e-02
+2.0500000e+00 +2.1000000e+00 +1.4059253e-01 +8.7972339e-03 +1.1007417e+00 +1.1642730e-01 +2.4015995e-01
+2.1000000e+00 +2.1500000e+00 +1.9738349e-01 +1.3760980e-02 +1.5726195e+00 +1.6339772e-01 +3.3671332e-01
+2.1500000e+00 +2.2000000e+00 +3.0341758e-01 +1.9547318e-02 +2.4486043e+00 +2.5047071e-01 +5.0537729e-01
+2.2000000e+00 +2.2500000e+00 +3.9403529e-01 +2.3403482e-02 +3.2025484e+00 +3.2532870e-01 +6.7195876e-01
+2.2500000e+00 +2.3000000e+00 +4.5860435e-01 +3.2724892e-02 +3.5198866e+00 +3.8053979e-01 +7.6224477e-01
+2.3000000e+00 +2.3500000e+00 +5.5998154e-01 +3.5900579e-02 +4.5037864e+00 +4.6387196e-01 +9.5548748e-01
+2.3500000e+00 +2.4000000e+00 +5.9082322e-01 +4.0414834e-02 +4.5853093e+00 +4.9007819e-01 +9.7755352e-01
+2.4000000e+00 +2.4500000e+00 +6.5882907e-01 +4.3168025e-02 +5.1273829e+00 +5.4625053e-01 +1.0907176e+00
+2.4500000e+00 +2.5000000e+00 +6.5757328e-01 +4.6085102e-02 +4.9977115e+00 +5.4666983e-01 +1.1012570e+00
+2.5000000e+00 +2.5500000e+00 +7.3954732e-01 +4.7256720e-02 +5.8722907e+00 +6.1319568e-01 +1.2473073e+00
+2.5500000e+00 +2.6000000e+00 +7.8774147e-01 +5.4761970e-02 +6.0962640e+00 +6.5520578e-01 +1.3152572e+00
+2.6000000e+00 +2.6500000e+00 +8.3620013e-01 +6.0743080e-02 +6.2983614e+00 +6.9682011e-01 +1.3834957e+00
+2.6500000e+00 +2.7000000e+00 +8.4260755e-01 +5.4292264e-02 +6.5036739e+00 +6.9945483e-01 +1.4150548e+00
+2.7000000e+00 +2.7500000e+00 +9.4339120e-01 +6.3892722e-02 +7.1844945e+00 +7.8494013e-01 +1.5610185e+00
+2.7500000e+00 +2.8000000e+00 +8.4904159e-01 +6.1629420e-02 +6.2807785e+00 +7.0794288e-01 +1.4243839e+00
+2.8000000e+00 +2.8500000e+00 +8.9105216e-01 +6.2791467e-02 +6.6955413e+00 +7.4349769e-01 +1.4917608e+00
+2.8500000e+00 +2.9000000e+00 +9.0675858e-01 +6.4372187e-02 +6.7423892e+00 +7.5546667e-01 +1.5042689e+00
+2.9000000e+00 +2.9500000e+00 +9.8579177e-01 +7.3362684e-02 +7.4297956e+00 +8.2356919e-01 +1.6285865e+00
+2.9500000e+00 +3.0000000e+00 +9.6646375e-01 +6.6421339e-02 +7.2426231e+00 +8.0691419e-01 +1.6391521e+00
+3.0000000e+00 +3.0500000e+00 +9.9039640e-01 +7.2430627e-02 +7.4612495e+00 +8.2800193e-01 +1.6681895e+00
+3.0500000e+00 +3.1000000e+00 +9.8991965e-01 +7.3351899e-02 +7.2680098e+00 +8.2873406e-01 +1.6494047e+00
+3.1000000e+00 +3.1500000e+00 +1.0027980e+00 +7.2808215e-02 +7.4221904e+00 +8.3863128e-01 +1.6781989e+00
+3.1500000e+00 +3.2000000e+00 +9.5624540e-01 +7.1965622e-02 +6.9633133e+00 +8.0274453e-01 +1.6455761e+00
+3.2000000e+00 +3.2500000e+00 +9.1447387e-01 +6.7876338e-02 +6.6654222e+00 +7.6649470e-01 +1.5770556e+00
+3.2500000e+00 +3.3000000e+00 +8.4600707e-01 +6.5152766e-02 +6.3069888e+00 +7.1097785e-01 +1.5276434e+00
+3.3000000e+00 +3.3500000e+00 +8.5404124e-01 +6.3708891e-02 +6.1804336e+00 +7.1986449e-01 +1.5170801e+00
+3.3500000e+00 +3.4000000e+00 +7.2549957e-01 +5.7964160e-02 +5.2037392e+00 +6.1222524e-01 +1.3488117e+00
+3.4000000e+00 +3.4500000e+00 +6.9476401e-01 +5.5555976e-02 +4.9003001e+00 +5.8763925e-01 +1.2767665e+00
+3.4500000e+00 +3.5000000e+00 +6.2830555e-01 +4.8079454e-02 +4.5087635e+00 +5.3053920e-01 +1.1326573e+00
+3.5000000e+00 +3.5500000e+00 +6.4086626e-01 +4.6728156e-02 +4.5852862e+00 +5.4083420e-01 +1.1318789e+00
+3.5500000e+00 +3.6000000e+00 +5.6868301e-01 +4.4844378e-02 +3.9719591e+00 +4.8123375e-01 +1.0343220e+00
+3.6000000e+00 +3.6500000e+00 +5.0569967e-01 +3.7691371e-02 +3.6757733e+00 +4.2768846e-01 +9.6233504e-01
+3.6500000e+00 +3.7000000e+00 +4.7514591e-01 +3.6356798e-02 +3.3440221e+00 +4.0251631e-01 +9.0165293e-01
+3.7000000e+00 +3.7500000e+00 +4.1146038e-01 +3.0307542e-02 +2.9609342e+00 +3.4867305e-01 +7.8821696e-01
+3.7500000e+00 +3.8000000e+00 +3.7493540e-01 +3.0321616e-02 +2.6418074e+00 +3.1899682e-01 +7.6172977e-01
+3.8000000e+00 +3.8500000e+00 +3.0230566e-01 +2.4780046e-02 +2.0612638e+00 +2.5735162e-01 +6.2902891e-01
+3.8500000e+00 +3.9000000e+00 +3.0619707e-01 +2.4307314e-02 +2.1669386e+00 +2.6078308e-01 +6.3187846e-01
+3.9000000e+00 +3.9500000e+00 +2.8072485e-01 +2.2959903e-02 +1.9472758e+00 +2.3922485e-01 +5.5838245e-01
+3.9500000e+00 +4.0000000e+00 +2.3566668e-01 +1.8010231e-02 +1.6285684e+00 +2.0070828e-01 +4.8659720e-01
+4.0000000e+00 +4.0500000e+00 +2.0289595e-01 +1.6539375e-02 +1.3873360e+00 +1.7349325e-01 +4.4767293e-01
+4.0500000e+00 +4.1000000e+00 +1.6621034e-01 +1.4884045e-02 +1.1424637e+00 +1.4221664e-01 +3.3734889e-01
+4.1000000e+00 +4.1500000e+00 +1.4459300e-01 +1.1898555e-02 +1.0202906e+00 +1.2365486e-01 +3.2839297e-01
+4.1500000e+00 +4.2000000e+00 +1.4763925e-01 +1.1779647e-02 +9.9204422e-01 +1.2632465e-01 +3.0661860e-01
+4.2000000e+00 +4.2500000e+00 +1.1749107e-01 +9.9760717e-03 +7.6063576e-01 +1.0099437e-01 +2.7612865e-01
+4.2500000e+00 +4.3000000e+00 +7.8220032e-02 +7.4683864e-03 +5.1156345e-01 +6.7163019e-02 +1.6492673e-01
+4.3000000e+00 +4.3500000e+00 +5.4642474e-02 +5.3690825e-03 +3.0965455e-01 +4.7155827e-02 +1.3256996e-01
+4.3500000e+00 +4.4000000e+00 +5.7605702e-02 +3.9829284e-03 +4.1851183e-01 +4.9153239e-02 +1.4510742e-01
+4.4000000e+00 +4.4500000e+00 +3.5441060e-02 +3.0639406e-03 +2.2727385e-01 +3.0293251e-02 +7.8222066e-02
+4.4500000e+00 +4.5000000e+00 +1.9960856e-02 +2.1303051e-03 +1.2441578e-01 +1.7180621e-02 +4.4848148e-02
+4.5000000e+00 +4.5500000e+00 +1.2779300e-02 +1.6795281e-03 +6.9685263e-02 +1.1172201e-02 +3.4720532e-02
+4.5500000e+00 +4.6000000e+00 +3.7583574e-03 +4.5342855e-04 +1.6847961e-02 +3.2435459e-03 +5.9310213e-03
