+2.0000000e+00 +2.0500000e+00 +4.1529420e-01
+2.0500000e+00 +2.1000000e+00 +1.2291500e+00
+2.1000000e+00 +2.1500000e+00 +2.1487780e+00
+2.1500000e+00 +2.2000000e+00 +3.0078060e+00
+2.2000000e+00 +2.2500000e+00 +3.7842270e+00
+2.2500000e+00 +2.3000000e+00 +4.7963970e+00
+2.3000000e+00 +2.3500000e+00 +5.4732510e+00
+2.3500000e+00 +2.4000000e+00 +6.5409990e+00
+2.4000000e+00 +2.4500000e+00 +7.0753070e+00
+2.4500000e+00 +2.5000000e+00 +8.3053640e+00
+2.5000000e+00 +2.5500000e+00 +8.8648970e+00
+2.5500000e+00 +2.6000000e+00 +9.9191070e+00
+2.6000000e+00 +2.6500000e+00 +1.0551160e+01
+2.6500000e+00 +2.7000000e+00 +1.1353840e+01
+2.7000000e+00 +2.7500000e+00 +1.1936400e+01
+2.7500000e+00 +2.8000000e+00 +1.3137370e+01
+2.8000000e+00 +2.8500000e+00 +1.3472540e+01
+2.8500000e+00 +2.9000000e+00 +1.4532410e+01
+2.9000000e+00 +2.9500000e+00 +1.5372570e+01
+2.9500000e+00 +3.0000000e+00 +1.5865930e+01
+3.0000000e+00 +3.0500000e+00 +1.6982290e+01
+3.0500000e+00 +3.1000000e+00 +1.7557970e+01
+3.1000000e+00 +3.1500000e+00 +1.7751480e+01
+3.1500000e+00 +3.2000000e+00 +1.8570870e+01
+3.2000000e+00 +3.2500000e+00 +1.9018600e+01
+3.2500000e+00 +3.3000000e+00 +1.8384430e+01
+3.3000000e+00 +3.3500000e+00 +1.8381290e+01
+3.3500000e+00 +3.4000000e+00 +1.8799570e+01
+3.4000000e+00 +3.4500000e+00 +1.7846760e+01
+3.4500000e+00 +3.5000000e+00 +1.7778470e+01
+3.5000000e+00 +3.5500000e+00 +1.5925820e+01
+3.5500000e+00 +3.6000000e+00 +1.5169370e+01
+3.6000000e+00 +3.6500000e+00 +1.4365920e+01
+3.6500000e+00 +3.7000000e+00 +1.3638030e+01
+3.7000000e+00 +3.7500000e+00 +1.3120490e+01
+3.7500000e+00 +3.8000000e+00 +1.2022160e+01
+3.8000000e+00 +3.8500000e+00 +1.1111850e+01
+3.8500000e+00 +3.9000000e+00 +1.0505150e+01
+3.9000000e+00 +3.9500000e+00 +9.6578160e+00
+3.9500000e+00 +4.0000000e+00 +8.9111020e+00
+4.0000000e+00 +4.0500000e+00 +7.9207890e+00
+4.0500000e+00 +4.1000000e+00 +7.3365310e+00
+4.1000000e+00 +4.1500000e+00 +6.6128030e+00
+4.1500000e+00 +4.2000000e+00 +6.2834650e+00
+4.2000000e+00 +4.2500000e+00 +5.0776360e+00
+4.2500000e+00 +4.3000000e+00 +4.4049010e+00
+4.3000000e+00 +4.3500000e+00 +3.7383900e+00
+4.3500000e+00 +4.4000000e+00 +3.0058740e+00
+4.4000000e+00 +4.4500000e+00 +2.3996440e+00
+4.4500000e+00 +4.5000000e+00 +1.6046070e+00
+4.5000000e+00 +4.5500000e+00 +9.8609510e-01
+4.5500000e+00 +4.6000000e+00 +3.6056620e-01
