+9.1666670e-01 +9.3333330e-01 +8.3981978e-01 +6.0153741e-02 +6.4955737e+00 +6.4906371e-01 +1.0884811e+00
+9.3333330e-01 +9.5000000e-01 +8.4195048e-01 +5.8746498e-02 +6.6095811e+00 +6.5102828e-01 +1.0967502e+00
+9.5000000e-01 +9.6666670e-01 +8.0448767e-01 +5.8202536e-02 +6.3661868e+00 +6.2179517e-01 +1.0462771e+00
+9.6666670e-01 +9.8333330e-01 +8.2353449e-01 +6.1239144e-02 +6.2816333e+00 +6.3893571e-01 +1.0618913e+00
+9.8333330e-01 +1.0000000e+00 +7.3455592e-01 +5.6732923e-02 +5.4882272e+00 +5.7097684e-01 +9.4517226e-01
+1.0000000e+00 +1.0166670e+00 +7.8277103e-01 +5.5836106e-02 +6.0867242e+00 +6.0606178e-01 +1.0111535e+00
+1.0166670e+00 +1.0333330e+00 +6.9167578e-01 +4.9525638e-02 +5.2653059e+00 +5.3506763e-01 +8.9522738e-01
+1.0333330e+00 +1.0500000e+00 +6.7972887e-01 +5.0388095e-02 +5.2025043e+00 +5.2708938e-01 +8.7776150e-01
+1.0500000e+00 +1.0666670e+00 +6.8180164e-01 +4.6118451e-02 +5.3706596e+00 +5.2575452e-01 +8.8604212e-01
+1.0666670e+00 +1.0833330e+00 +6.6974575e-01 +4.8007218e-02 +5.1292110e+00 +5.1831328e-01 +8.6314439e-01
+1.0833330e+00 +1.1000000e+00 +6.3527703e-01 +4.5491632e-02 +4.9151483e+00 +4.9200743e-01 +8.2127712e-01
+1.1000000e+00 +1.1166670e+00 +6.2432904e-01 +4.5016640e-02 +4.8061180e+00 +4.8376981e-01 +8.0573019e-01
+1.1166670e+00 +1.1333330e+00 +5.8555833e-01 +3.8448814e-02 +4.7412743e+00 +4.5009627e-01 +7.6497015e-01
+1.1333330e+00 +1.1500000e+00 +5.9649688e-01 +4.1280845e-02 +4.6296433e+00 +4.6161057e-01 +7.7107808e-01
+1.1500000e+00 +1.1666670e+00 +5.1066665e-01 +3.4545791e-02 +4.0015735e+00 +3.9334896e-01 +6.6281455e-01
+1.1666670e+00 +1.1833330e+00 +5.6230163e-01 +4.2149844e-02 +4.2642805e+00 +4.3707894e-01 +7.1974016e-01
+1.1833330e+00 +1.2000000e+00 +4.9424833e-01 +3.8095876e-02 +3.6942055e+00 +3.8505615e-01 +6.3439290e-01
+1.2000000e+00 +1.2166670e+00 +4.6588861e-01 +3.3266628e-02 +3.6038207e+00 +3.6100854e-01 +6.0194049e-01
+1.2166670e+00 +1.2333330e+00 +4.6704069e-01 +3.0642787e-02 +3.8201655e+00 +3.5941260e-01 +6.0957338e-01
+1.2333330e+00 +1.2500000e+00 +3.8758009e-01 +2.8698440e-02 +2.8582808e+00 +3.0036554e-01 +4.9827186e-01
+1.2500000e+00 +1.2666670e+00 +4.0123058e-01 +2.6580013e-02 +3.1926659e+00 +3.0946365e-01 +5.2299816e-01
+1.2666670e+00 +1.2833330e+00 +3.3755372e-01 +2.4116211e-02 +2.5544907e+00 +2.6155426e-01 +4.3387663e-01
+1.2833330e+00 +1.3000000e+00 +3.3369185e-01 +2.4257910e-02 +2.6180161e+00 +2.5836651e-01 +4.3200422e-01
+1.3000000e+00 +1.3166670e+00 +3.0774305e-01 +2.1118113e-02 +2.4283561e+00 +2.3774711e-01 +3.9898102e-01
+1.3166670e+00 +1.3333330e+00 +2.9996038e-01 +2.0819485e-02 +2.3156570e+00 +2.3272916e-01 +3.8754488e-01
+1.3333330e+00 +1.3500000e+00 +2.8041835e-01 +2.0785419e-02 +2.1154305e+00 +2.1853873e-01 +3.5951363e-01
+1.3500000e+00 +1.3666670e+00 +2.2399781e-01 +1.5113695e-02 +1.7539418e+00 +1.7322355e-01 +2.8983318e-01
+1.3666670e+00 +1.3833330e+00 +2.1327841e-01 +1.6517138e-02 +1.5674819e+00 +1.6637194e-01 +2.7140815e-01
+1.3833330e+00 +1.4000000e+00 +1.4549679e-01 +8.5266574e-03 +1.1495545e+00 +1.1135801e-01 +1.9027365e-01
+1.4000000e+00 +1.4166670e+00 +1.5268631e-01 +1.0243248e-02 +1.2414534e+00 +1.1779168e-01 +1.9851565e-01
+1.4166670e+00 +1.4333330e+00 +1.2008558e-01 +8.1710521e-03 +9.0031108e-01 +9.3007603e-02 +1.5399884e-01
+1.4333330e+00 +1.4500000e+00 +1.0287281e-01 +6.4236153e-03 +8.2740463e-01 +7.9107725e-02 +1.3394834e-01
+1.4500000e+00 +1.4666670e+00 +5.8150166e-02 +3.9823589e-03 +4.5846656e-01 +4.4972397e-02 +7.4668588e-02
+1.4666670e+00 +1.4833330e+00 +4.8875559e-02 +2.6962423e-03 +4.3496489e-01 +3.7421842e-02 +6.4564883e-02
+1.4833330e+00 +1.5000000e+00 +1.2365099e-02 +7.8422206e-04 +9.7462879e-02 +9.4997257e-03 +1.6126601e-02
