+0.0000000e+00 +1.6666670e-02 +1.5932860e+01
+1.6666670e-02 +3.3333330e-02 +1.5978120e+01
+3.3333330e-02 +5.0000000e-02 +1.5934140e+01
+5.0000000e-02 +6.6666670e-02 +1.6655330e+01
+6.6666670e-02 +8.3333330e-02 +1.6385040e+01
+8.3333330e-02 +1.0000000e-01 +1.6042230e+01
+1.0000000e-01 +1.1666670e-01 +1.5920980e+01
+1.1666670e-01 +1.3333330e-01 +1.5965900e+01
+1.3333330e-01 +1.5000000e-01 +1.6191370e+01
+1.5000000e-01 +1.6666670e-01 +1.6431020e+01
+1.6666670e-01 +1.8333330e-01 +1.5937310e+01
+1.8333330e-01 +2.0000000e-01 +1.5856260e+01
+2.0000000e-01 +2.1666670e-01 +1.5916790e+01
+2.1666670e-01 +2.3333330e-01 +1.6048210e+01
+2.3333330e-01 +2.5000000e-01 +1.6092300e+01
+2.5000000e-01 +2.6666670e-01 +1.5959960e+01
+2.6666670e-01 +2.8333330e-01 +1.6297700e+01
+2.8333330e-01 +3.0000000e-01 +1.6342880e+01
+3.0000000e-01 +3.1666670e-01 +1.6120580e+01
+3.1666670e-01 +3.3333330e-01 +1.5780820e+01
+3.3333330e-01 +3.5000000e-01 +1.5630680e+01
+3.5000000e-01 +3.6666670e-01 +1.5341070e+01
+3.6666670e-01 +3.8333330e-01 +1.5174020e+01
+3.8333330e-01 +4.0000000e-01 +1.5133720e+01
+4.0000000e-01 +4.1666670e-01 +1.4868600e+01
+4.1666670e-01 +4.3333330e-01 +1.4850640e+01
+4.3333330e-01 +4.5000000e-01 +1.4246590e+01
+4.5000000e-01 +4.6666670e-01 +1.3538250e+01
+4.6666670e-01 +4.8333330e-01 +1.3495170e+01
+4.8333330e-01 +5.0000000e-01 +1.3393830e+01
+5.0000000e-01 +5.1666670e-01 +1.3571480e+01
+5.1666670e-01 +5.3333330e-01 +1.3367980e+01
+5.3333330e-01 +5.5000000e-01 +1.2995390e+01
+5.5000000e-01 +5.6666670e-01 +1.2651810e+01
+5.6666670e-01 +5.8333330e-01 +1.2338630e+01
+5.8333330e-01 +6.0000000e-01 +1.2118520e+01
+6.0000000e-01 +6.1666670e-01 +1.2127230e+01
+6.1666670e-01 +6.3333330e-01 +1.1679940e+01
+6.3333330e-01 +6.5000000e-01 +1.1507620e+01
+6.5000000e-01 +6.6666670e-01 +1.1453350e+01
+6.6666670e-01 +6.8333330e-01 +1.0997750e+01
+6.8333330e-01 +7.0000000e-01 +1.0824410e+01
+7.0000000e-01 +7.1666670e-01 +1.0538050e+01
+7.1666670e-01 +7.3333330e-01 +1.0513260e+01
+7.3333330e-01 +7.5000000e-01 +1.0325180e+01
+7.5000000e-01 +7.6666670e-01 +9.9639720e+00
+7.6666670e-01 +7.8333330e-01 +9.9856390e+00
+7.8333330e-01 +8.0000000e-01 +9.5189880e+00
+8.0000000e-01 +8.1666670e-01 +9.5120150e+00
+8.1666670e-01 +8.3333330e-01 +9.2742860e+00
+8.3333330e-01 +8.5000000e-01 +8.8537990e+00
+8.5000000e-01 +8.6666670e-01 +8.6608400e+00
+8.6666670e-01 +8.8333330e-01 +8.4079700e+00
+8.8333330e-01 +9.0000000e-01 +8.0922590e+00
+9.0000000e-01 +9.1666670e-01 +8.2023630e+00
+9.1666670e-01 +9.3333330e-01 +7.8595730e+00
+9.3333330e-01 +9.5000000e-01 +7.4967930e+00
+9.5000000e-01 +9.6666670e-01 +7.3031660e+00
+9.6666670e-01 +9.8333330e-01 +7.2450480e+00
+9.8333330e-01 +1.0000000e+00 +6.8552510e+00
+1.0000000e+00 +1.0166670e+00 +6.5046810e+00
+1.0166670e+00 +1.0333330e+00 +6.1918670e+00
+1.0333330e+00 +1.0500000e+00 +5.8987940e+00
+1.0500000e+00 +1.0666670e+00 +6.0903330e+00
+1.0666670e+00 +1.0833330e+00 +5.6601440e+00
+1.0833330e+00 +1.1000000e+00 +5.3260340e+00
+1.1000000e+00 +1.1166670e+00 +5.2879990e+00
+1.1166670e+00 +1.1333330e+00 +5.0430750e+00
+1.1333330e+00 +1.1500000e+00 +4.6974080e+00
+1.1500000e+00 +1.1666670e+00 +4.6661400e+00
+1.1666670e+00 +1.1833330e+00 +4.2396600e+00
+1.1833330e+00 +1.2000000e+00 +4.0390110e+00
+1.2000000e+00 +1.2166670e+00 +4.0414700e+00
+1.2166670e+00 +1.2333330e+00 +3.6046880e+00
+1.2333330e+00 +1.2500000e+00 +3.5077800e+00
+1.2500000e+00 +1.2666670e+00 +3.3104810e+00
+1.2666670e+00 +1.2833330e+00 +2.9710210e+00
+1.2833330e+00 +1.3000000e+00 +2.6229140e+00
+1.3000000e+00 +1.3166670e+00 +2.5181170e+00
+1.3166670e+00 +1.3333330e+00 +2.2832290e+00
+1.3333330e+00 +1.3500000e+00 +2.0279260e+00
+1.3500000e+00 +1.3666670e+00 +1.7948960e+00
+1.3666670e+00 +1.3833330e+00 +1.6611490e+00
+1.3833330e+00 +1.4000000e+00 +1.3050980e+00
+1.4000000e+00 +1.4166670e+00 +1.2055760e+00
+1.4166670e+00 +1.4333330e+00 +9.9356690e-01
+1.4333330e+00 +1.4500000e+00 +8.2904900e-01
+1.4500000e+00 +1.4666670e+00 +5.6696320e-01
+1.4666670e+00 +1.4833330e+00 +3.0527580e-01
+1.4833330e+00 +1.5000000e+00 +1.0982640e-01
