0.0000000e+00 1.6666670e-02 1.6733063e+01
1.6666670e-02 3.3333330e-02 1.6766701e+01
3.3333330e-02 5.0000000e-02 1.6712027e+01
5.0000000e-02 6.6666670e-02 1.7455769e+01
6.6666670e-02 8.3333330e-02 1.7206686e+01
8.3333330e-02 1.0000000e-01 1.6843481e+01
1.0000000e-01 1.1666670e-01 1.6727193e+01
1.1666670e-01 1.3333330e-01 1.6747595e+01
1.3333330e-01 1.5000000e-01 1.6985464e+01
1.5000000e-01 1.6666670e-01 1.7221329e+01
1.6666670e-01 1.8333330e-01 1.6718702e+01
1.8333330e-01 2.0000000e-01 1.6648432e+01
2.0000000e-01 2.1666670e-01 1.6716543e+01
2.1666670e-01 2.3333330e-01 1.6834946e+01
2.3333330e-01 2.5000000e-01 1.6887994e+01
2.5000000e-01 2.6666670e-01 1.6740112e+01
2.6666670e-01 2.8333330e-01 1.7062907e+01
2.8333330e-01 3.0000000e-01 1.7200120e+01
3.0000000e-01 3.1666670e-01 1.6923494e+01
3.1666670e-01 3.3333330e-01 1.6547328e+01
3.3333330e-01 3.5000000e-01 1.6389809e+01
3.5000000e-01 3.6666670e-01 1.6115039e+01
3.6666670e-01 3.8333330e-01 1.5919882e+01
3.8333330e-01 4.0000000e-01 1.5866718e+01
4.0000000e-01 4.1666670e-01 1.5570729e+01
4.1666670e-01 4.3333330e-01 1.5558410e+01
4.3333330e-01 4.5000000e-01 1.4933677e+01
4.5000000e-01 4.6666670e-01 1.4227344e+01
4.6666670e-01 4.8333330e-01 1.4182538e+01
4.8333330e-01 5.0000000e-01 1.4034395e+01
5.0000000e-01 5.1666670e-01 1.4217405e+01
5.1666670e-01 5.3333330e-01 1.4022521e+01
5.3333330e-01 5.5000000e-01 1.3601287e+01
5.5000000e-01 5.6666670e-01 1.3282431e+01
5.6666670e-01 5.8333330e-01 1.2948573e+01
5.8333330e-01 6.0000000e-01 1.2706181e+01
6.0000000e-01 6.1666670e-01 1.2713790e+01
6.1666670e-01 6.3333330e-01 1.2275650e+01
6.3333330e-01 6.5000000e-01 1.2080509e+01
6.5000000e-01 6.6666670e-01 1.1991608e+01
6.6666670e-01 6.8333330e-01 1.1546344e+01
6.8333330e-01 7.0000000e-01 1.1368316e+01
7.0000000e-01 7.1666670e-01 1.1064695e+01
7.1666670e-01 7.3333330e-01 1.1015826e+01
7.3333330e-01 7.5000000e-01 1.0830854e+01
7.5000000e-01 7.6666670e-01 1.0452143e+01
7.6666670e-01 7.8333330e-01 1.0460317e+01
7.8333330e-01 8.0000000e-01 9.9988411e+00
8.0000000e-01 8.1666670e-01 9.9578504e+00
8.1666670e-01 8.3333330e-01 9.7406626e+00
8.3333330e-01 8.5000000e-01 9.2922022e+00
8.5000000e-01 8.6666670e-01 9.0753436e+00
8.6666670e-01 8.8333330e-01 8.8093717e+00
8.8333330e-01 9.0000000e-01 8.5047484e+00
9.0000000e-01 9.1666670e-01 8.5800757e+00
9.1666670e-01 9.3333330e-01 8.2372012e+00
9.3333330e-01 9.5000000e-01 7.8790883e+00
9.5000000e-01 9.6666670e-01 7.6524147e+00
9.6666670e-01 9.8333330e-01 7.5926402e+00
9.8333330e-01 1.0000000e+00 7.1861718e+00
1.0000000e+00 1.0166670e+00 6.8296714e+00
1.0166670e+00 1.0333330e+00 6.5094455e+00
1.0333330e+00 1.0500000e+00 6.2013422e+00
1.0500000e+00 1.0666670e+00 6.3787435e+00
1.0666670e+00 1.0833330e+00 5.9428372e+00
1.0833330e+00 1.1000000e+00 5.6002329e+00
1.1000000e+00 1.1166670e+00 5.5296835e+00
1.1166670e+00 1.1333330e+00 5.2924240e+00
1.1333330e+00 1.1500000e+00 4.9272390e+00
1.1500000e+00 1.1666670e+00 4.8945602e+00
1.1666670e+00 1.1833330e+00 4.4446610e+00
1.1833330e+00 1.2000000e+00 4.2492840e+00
1.2000000e+00 1.2166670e+00 4.2336888e+00
1.2166670e+00 1.2333330e+00 3.7885210e+00
1.2333330e+00 1.2500000e+00 3.6697235e+00
1.2500000e+00 1.2666670e+00 3.4689197e+00
1.2666670e+00 1.2833330e+00 3.1088101e+00
1.2833330e+00 1.3000000e+00 2.7508812e+00
1.3000000e+00 1.3166670e+00 2.6417046e+00
1.3166670e+00 1.3333330e+00 2.3884239e+00
1.3333330e+00 1.3500000e+00 2.1372756e+00
1.3500000e+00 1.3666670e+00 1.8891115e+00
1.3666670e+00 1.3833330e+00 1.7413661e+00
1.3833330e+00 1.4000000e+00 1.3814743e+00
1.4000000e+00 1.4166670e+00 1.2639728e+00
1.4166670e+00 1.4333330e+00 1.0367060e+00
1.4333330e+00 1.4500000e+00 8.6756471e-01
1.4500000e+00 1.4666670e+00 5.8961735e-01
1.4666670e+00 1.4833330e+00 3.2134973e-01
1.4833330e+00 1.5000000e+00 1.1610734e-01
